message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent,contexts
Am good sis murisei,True,unknown,general,[],False,[],False,['am'],True,Friendship,['friendship']
Ndirimo munyasha hun,True,unknown,general,[],False,[],False,['hun'],True,Family,"['family', 'friendship', 'romantic']"
Like srs here tete,True,unknown,general,[],False,[],False,[],False,Family,['family']
Beautiful Cushion Dada ne Rudzi Rwako,True,unknown,greeting,[],False,[],False,['ne'],True,Family,['family']
Ehezvee,True,unknown,general,[],False,[],False,[],False,general,['general']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Morning hama dzangu,True,unknown,general,[],False,[],False,[],False,Family,['family']
Morn hama,True,neutral,general,[],False,[],False,[],False,Family,['family']
Good morning everyone,True,positive,general,[],False,[],False,[],False,general,['general']
Morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Makadii hama dzadiwa muna ishe,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion']"
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,Religion,"['religion', 'friendship']"
Ndirikukuzivisai kuti Hosia Garwe mwana wa Tete Garwe ashaya nhasi kuArundel HospArrangements will be advised,True,unknown,general,[],False,[],False,"['wa', 'be']",True,Family,"['family', 'friendship', 'educational']"
Parufu rwekwaGarwe  chitunha chiri kuuya Kumusha kwaGarwe neChitatu munhu anozovigwa ne China,True,unknown,greeting,[],False,[],False,['ne'],True,Family,"['family', 'friendship']"
Nematambudziko hama dzadiwa,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Maswera zvakanaka here Murewa Ndasvika ndiripo panhamo service yemanheru ikuitwa napm Body ichatorwa kuNyaradzo Willowvale naam mangwana then youya kumba kwavo kuBudiriro  then yozoenda masikati kumusha Ndiwo manzwiro andaitawo,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}, {'term': 'masikati', 'meaning': 'Good afternoon', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['andaitawo'],True,Greeting,"['family', 'friendship', 'finance', 'greeting']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Noted murehwa,True,neutral,general,[],False,[],False,[],False,general,['general']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nebasa rashandwa na Mwari pakati pedu hama ummmmmm,True,unknown,religion,[],False,[],False,['na'],True,Family,"['family', 'religion', 'friendship', 'work']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Tine urombo chokwadi,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko  hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Mwari atinyaradze tose atipe tariro yakanaka,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Nematambudziko hama dzangu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama dzangu Amai va Hosia va Rose na amai vangu Prisca baba vavo mumwechete Jefrey Masoka,True,unknown,general,[],False,[],False,"['va', 'va', 'na']",True,sympathy,"['family', 'sympathy']"
Ndipeiwo house no Ku Budiriro,True,unknown,general,[],False,[],False,['ku'],True,Requests,['requests']
Nematambudziko Vadikani Can some one refresh my Mind kuti Mwana wani Ashaya,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'friendship', 'sympathy']"
nd close Budiriro,True,unknown,general,[],False,[],False,['nd'],True,general,['general']
Thanks sekuru,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'appreciation']"
Nematambudziko hama dzangu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko Hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko chokwadi hama dzangu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Mornings,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
VaSoko makadii  Mwana akadhsys uyu  mwana wava ROSI JEFERO MASOKA VaJefeto muningna wava Nhambura Masoka  vakangosiyana kunana  amai chete  Ndiri kuti Va EVELYN mukoma wava ROSI Saka Tete Rosi wakatoorwa kwa na FORINDO GARWE wekwa Gumbanjera village,True,unknown,general,[],False,[],False,"['va', 'na']",True,Family,['family']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Sorry nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
All those who trained as teachers between  and  but are still unemployed please go to the nearest Public service offices or the Education  offices say on Monday,True,neutral,general,[],False,[],False,"['as', 'and', 'go', 'to', 'say', 'on']",True,Education,['educational']
Is this not a scam,True,neutral,greeting,[],False,[],False,"['is', 'a']",True,general,['general']
No,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko hama dzangu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Good morning to u my family muswere munyasha,True,positive,general,[],False,[],False,"['to', 'u']",True,Family,"['family', 'friendship']"
Morning morning,True,neutral,general,[],False,[],False,[],False,general,['general']
httpgretlbuzzftwMDea,True,unknown,general,[],False,[],False,[],False,Education,['educational']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,Religion,"['religion', 'friendship']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Hi,True,unknown,greeting,"[{'term': 'hi', 'meaning': 'Hi (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': 'hie'}]",True,[],False,['hi'],True,Greeting,['greeting']
Murisei hama,True,unknown,general,[],False,[],False,[],False,Family,['family']
Makadiiko,True,unknown,general,[],False,[],False,[],False,general,['general']
Hello hello family be blessed in this special day,True,positive,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}, {'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,"['be', 'in']",True,Greeting,"['religion', 'friendship', 'greeting']"
Good moning hama Mwari vakuropafadzei muzuva ranhasi,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'educational']"
Good morning  family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,Religion,"['religion', 'friendship']"
Makadii hama dzangu,True,unknown,general,[],False,[],False,[],False,Family,['family']
Greetings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Morn hama,True,neutral,general,[],False,[],False,[],False,Family,['family']
Tinofara makadiwo,True,unknown,general,[],False,[],False,[],False,general,['general']
Maswera sei Adimin ndokumbirawo kuti muise number idzi  mugroup Shupikai Masoka,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,Greeting,"['requests', 'greeting']"
Mangwanani hama dzadiwa muna ishe,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'religion', 'greeting']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Gud morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Ndokumbirawo kubvunza pane munhu anonzi Hope Masoka here pano kana kuti muFamily medu,True,unknown,general,[],False,[],False,[],False,Friendship,"['friendship', 'requests']"
Hongu,True,unknown,general,[],False,[],False,[],False,general,['general']
Hope Masokavcf file attached,True,neutral,general,[],False,[],False,[],False,general,['general']
Thanks,True,positive,general,[],False,[],False,[],False,general,['appreciation']
Makasimba here ndirikumbirawo kuisirwa mugroup mwana vangu abirwarawo ma documents ake ese ekuchikoro  form  certificates ID birth certificate passport ine Visa arikufanirwa kuenda kuchikoro ku India next week anga achibva ku market square achienda Kuna fourth Zita Shalom Monica Maganga,True,neutral,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['ma', 'ake', 'ine', 'ku', 'ku']",True,Greeting,"['family', 'friendship', 'requests', 'educational', 'health', 'greeting']"
Family maswera zvakanaka here,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,Greeting,"['friendship', 'greeting']"
Isaac Jnr Wifevcf file attached,True,neutral,general,[],False,[],False,[],False,general,['general']
Vanoda kuenda kunhamo kwacho or vanoda kuvafonera number yavo iyo,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko zvakaoma,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
My deepest condolences,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nebasa rashandwa na Mwari pakati pedu hama,True,unknown,religion,[],False,[],False,['na'],True,Family,"['family', 'religion', 'friendship', 'work']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nedzinoparadza hama,True,unknown,general,[],False,[],False,[],False,Family,['family']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko  hama vanokwanisa handei nehuwandu hwedu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko Mwa vatinyaradze Murudo and comfort well deserved by the Family,True,neutral,general,[],False,"[{'term': 'murudo', 'meaning': 'no hard feelings', 'category': 'emotion', 'tone': 'reassuring', 'part_of_speech': 'expression', 'variant_of': None}]",True,"['mwa', 'murudo', 'and']",True,sympathy,"['friendship', 'sympathy']"
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko Mrewa nemi vana Soko,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko Mwari akunyaradzii,True,unknown,religion,[],False,[],False,[],False,sympathy,"['religion', 'sympathy']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Nematambudziko  hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
